Time,Number,GMDn,GSDn,mode_n,ultra_n,accum_n,coarse_n,Surface,GMDs,GSDs,mode_s,ultra_s,accum_s,coarse_s,Volume,GMDv,GSDv,mode_v,ultra_v,accum_v,coarse_v
2020-12-02 02:00:00,31901.632374278255,24.201338647941327,1.729479548944625,[ 20.3687651 135.450653  574.5832163],0.97,0.03,0.0,213748271.57402375,142.2846334951124,3.4795250150637274,[ 31.93076107  73.58788638 249.3192874 ],0.37,0.56,0.08,10734281725.815783,596.4375197008434,2.9505024994171687,[ 45.45856458 283.4914987  538.8412743 ],0.05,0.53,0.42
2020-12-02 03:00:00,41878.06224589356,23.58341314908838,1.6919035264695796,[ 20.3687651   89.22418168 574.5832163 ],0.98,0.02,0.0,263232586.7317025,149.94752028802034,3.814709259239452,[ 12.18507055  31.93076107 241.4403412 ],0.37,0.53,0.1,15258627304.748417,712.2087910614829,2.866269977587322,[ 42.63081512 292.7427044  767.1270602 ],0.04,0.48,0.48
2020-12-02 05:00:00,34769.59659149746,23.497963126456145,1.7386382073115667,[ 16.26830907 180.8404044 ],0.97,0.03,0.0,245814131.4108794,157.59265682272635,3.471776461899166,[13.41733213 28.99820714 83.67399254],0.32,0.6,0.08,13247991267.357086,613.5926880358147,2.847688583452358,[ 45.45856458 265.8569135  593.3336464 ],0.04,0.55,0.41
2020-12-02 06:00:00,24518.613853913033,21.478906971500766,1.8328616058216298,[12.58270714 37.4920747  83.67399254],0.96,0.04,0.0,221785995.58714682,215.6849462707675,3.3418081965453426,[ 21.033461    48.47388181 226.4215477 ],0.21,0.68,0.12,15151120114.726212,718.8929424592328,2.6621266306597553,[ 21.033461   86.4045341 226.4215477],0.02,0.5,0.48
2020-12-02 08:00:00,43927.60774331516,23.03251682771697,1.7129605770883114,[15.2563391  28.99820714 60.69180932],0.97,0.03,0.0,284928684.36827815,153.4141488961266,3.6371953495510376,[15.2563391  29.94450846 62.67237105],0.34,0.56,0.09,15913491783.952354,666.0464266448795,2.894163040575081,[15.2563391  29.94450846 64.71756464],0.04,0.49,0.47
2020-12-02 09:00:00,44799.71032626771,24.47124696024257,1.7617006659659868,[ 21.033461  180.8404044],0.97,0.03,0.0,308520413.7335715,137.60614329582887,3.3541455346679387,[ 31.93076107  66.82949924 205.62676   ],0.38,0.55,0.07,14656450994.807228,565.8022285648738,3.009802882893614,[24.69681475 50.05573471 98.2473162 ],0.06,0.54,0.4
2020-12-02 10:00:00,50511.045347394334,23.757879267513683,1.6820200797981846,[ 18.49807677  69.0103528  164.2318358 ],0.98,0.02,0.0,278359121.0365,111.56346682286583,3.2328749673417656,[16.26830907 31.93076107 69.0103528 ],0.43,0.52,0.04,10385547626.832348,440.1800966341748,3.077867177997449,[16.26830907 32.97276071 71.26237437],0.08,0.61,0.31
2020-12-02 13:00:00,63239.50855058611,19.11055941918351,1.6061677062643118,[ 15.2563391   60.69180932 135.450653  ],0.98,0.02,0.0,255240268.58914846,129.23208334612912,4.057793921310503,[ 18.49807677  62.67237105 212.3369981 ],0.41,0.5,0.1,13803532503.511717,709.5750490668421,2.9936778904507415,[ 22.4286339   62.67237105 226.4215477 ],0.05,0.44,0.51
2020-12-02 16:00:00,33692.13936591097,20.66879239227194,1.7492120936067235,[11.8        23.16054969 98.2473162 ],0.97,0.03,0.0,200652065.54820043,155.54109426348617,3.607382603767392,[ 23.16054969  60.69180932 219.2662121 ],0.33,0.58,0.09,11219372102.964146,663.2155330768657,2.9047028717737806,[ 27.19437402  60.69180932 226.4215477 ],0.04,0.5,0.46
2020-12-02 17:00:00,42358.92357980523,21.26920161170298,1.6902179006380773,[16.26830907 44.02199067 83.67399254],0.98,0.02,0.0,217788051.7977912,129.22567057668252,3.621881558762058,[16.79919438 45.45856458 86.4045341 ],0.4,0.53,0.07,10545652623.317547,607.6707939232662,3.0523180262293845,[11.8        23.16054969 45.45856458],0.06,0.51,0.43
2020-12-02 18:00:00,80202.74793034984,20.06460909159737,1.5821371608296892,[ 13.85518123  28.08181068 144.4352457 ],0.99,0.01,0.0,280730753.4559474,96.05412638766275,3.8375318137618977,[14.30731871 28.08181068 56.91647606],0.51,0.42,0.06,11551698390.609253,587.7714554743629,3.2714021479495847,[ 28.08181068  56.91647606 219.2662121 ],0.08,0.49,0.44
2020-12-02 19:00:00,60842.64043719123,21.467351641215227,1.6280810270104882,[  15.7542007  131.1701642 2285.770837 ],0.98,0.02,0.0,259377531.43683925,105.48440038606891,3.6584300246229637,[15.7542007  29.94450846 98.2473162 ],0.48,0.46,0.06,10770520186.606304,551.9663949041178,3.1802968758488666,[ 21.71984798  46.94201835 241.4403412 ],0.07,0.53,0.4
2020-12-02 20:00:00,51158.35255282868,22.49523155033513,1.6476894907176682,[  17.34740413  115.3588451  2143.58449   ],0.98,0.02,0.0,227299164.17310655,98.52844385018668,3.470905204290263,[17.91350366 39.97896578 92.13584309],0.51,0.44,0.05,8510217053.971647,497.75194830826325,3.260465597479334,[ 21.71984798  48.47388181 257.455348  ],0.09,0.54,0.37
2020-12-02 21:00:00,53433.51908274234,21.408298635578575,1.6319582449188432,[ 16.26830907 149.1486151 ],0.98,0.02,0.0,225650085.80285898,104.59943060484184,3.6543823632365666,[11.8        28.08181068 98.2473162 ],0.48,0.46,0.06,9260085673.28822,543.0183109056899,3.1703787488909074,[ 11.8         46.94201835 265.8569135 ],0.07,0.53,0.39
2020-12-02 22:00:00,31999.18843043335,22.980493918854997,1.6830153119962834,[ 16.79919438 131.1701642  593.3336464 ],0.98,0.02,0.0,185059162.37206298,135.24572336623018,3.6322955841299214,[ 17.34740413  37.4920747  241.4403412 ],0.38,0.54,0.08,9326124796.380236,621.9761638295006,2.9869669397961873,[ 17.34740413  45.45856458 249.3192874 ],0.05,0.51,0.44
2020-12-02 23:00:00,29811.028214061964,23.09367053880927,1.7325090351228811,[ 15.7542007 101.4534304 574.5832163],0.98,0.02,0.0,181889789.0172073,140.19089692737612,3.6712764363461887,[17.34740413 37.4920747  78.46905285],0.39,0.52,0.09,9700395081.139305,666.736473687454,2.969746843949598,[ 17.91350366  58.77383697 241.4403412 ],0.05,0.47,0.48
2020-12-03 00:00:00,22918.968401186943,23.03200539505955,1.7898583671954755,[ 12.58270714  25.50274832 164.2318358 ],0.97,0.03,0.0,157094974.6558826,154.640624023364,3.58515477645091,[ 20.3687651   41.28360327 199.1285777 ],0.34,0.56,0.1,8824852438.827623,672.9134389525003,2.8964240803969488,[ 15.7542007   45.45856458 205.62676   ],0.04,0.48,0.47
2020-12-03 02:00:00,20905.82316193098,25.676041512038267,1.7968962224052654,[ 11.8       164.2318358],0.96,0.04,0.0,171161633.73604885,164.03873720011964,3.590024433263761,[ 39.97896578 192.8357499  444.4108057 ],0.34,0.55,0.11,10269909859.602402,718.7481620954509,2.858672812817686,[ 44.02199067 233.8103842  444.4108057 ],0.04,0.46,0.5
2020-12-03 03:00:00,28348.77625136949,24.200780259781496,1.7294173235598727,[ 11.8        22.4286339 164.2318358],0.97,0.03,0.0,179325128.5098731,133.9196316810282,3.5506929239482754,[ 11.8         36.30725647 192.8357499 ],0.4,0.52,0.08,8929781038.431122,623.5394617922576,3.0331230150307547,[ 11.8         44.02199067 219.2662121 ],0.05,0.5,0.45
2020-12-03 04:00:00,23402.748927251443,24.84740779177951,1.794812419941319,[ 13.41733213  81.0297411  164.2318358 ],0.97,0.03,0.0,170360939.88946253,141.10624620859338,3.3687220914300107,[13.85518123 41.28360327 83.67399254],0.37,0.55,0.08,8464533141.259074,605.0410809744665,3.0383988412169685,[ 13.85518123  55.11781116 212.3369981 ],0.06,0.51,0.44
2020-12-03 05:00:00,25672.514472647235,24.143482353984524,1.7727745901455976,[  12.99331985   98.2473162  2075.843294  ],0.97,0.03,0.0,169664055.61070728,132.6691680466189,3.362542770787562,[12.99331985 39.97896578 98.2473162 ],0.39,0.54,0.07,7898937334.5928955,566.8221366163978,3.060830264703905,[ 50.05573471 104.7641701  241.4403412 ],0.06,0.53,0.41
2020-12-03 06:00:00,33552.01401697026,23.920774235457245,1.7226608323195802,[11.8        24.69681475 95.14252104],0.97,0.03,0.0,206382933.4887877,129.48150638016358,3.4549440190886775,[12.18507055 25.50274832 58.77383697],0.4,0.53,0.07,9604584657.249018,571.7289415697246,3.047626305539377,[12.18507055 25.50274832 58.77383697],0.06,0.53,0.41
2020-12-03 08:00:00,45967.015444717275,21.523945384240925,1.6447297122643705,[ 17.91350366  35.15988065 144.4352457 ],0.98,0.02,0.0,201946701.92646182,108.92357333295463,3.7003791225876186,[18.49807677 36.30725647 86.4045341 ],0.47,0.47,0.07,8774864156.573862,579.8437939382017,3.150316981857847,[18.49807677 42.63081512 86.4045341 ],0.07,0.51,0.42
2020-12-03 09:00:00,39673.46634174464,22.591566197166237,1.6569326424115258,[ 16.26830907  89.22418168 175.1255164 ],0.98,0.02,0.0,196871902.19971845,115.21509544971907,3.624032101779088,[11.8        28.08181068 64.71756464],0.45,0.48,0.07,8829912676.025864,591.1646861302107,3.1544226749548687,[23.91635017 46.94201835 92.13584309],0.07,0.5,0.43
2020-12-03 10:00:00,31126.579939256844,21.980388452063895,1.6998262293653887,[15.7542007  35.15988065 78.46905285],0.98,0.02,0.0,173193556.71733344,138.3623656367892,3.7181211777441665,[15.7542007  38.71555723 78.46905285],0.39,0.53,0.09,9171224223.47442,664.2477149691813,2.990107542526743,[ 15.7542007   38.71555723 101.4534304 ],0.05,0.49,0.46
2020-12-03 12:00:00,32899.66561002232,21.76248579880289,1.7123264770070934,[ 12.99331985  28.99820714 139.8708273 ],0.98,0.02,0.0,177480027.7387991,131.39101857629726,3.61829232135613,[20.3687651  39.97896578 81.0297411 ],0.39,0.53,0.08,8742637535.942696,618.4389004168057,3.049902181090299,[ 39.97896578 226.4215477  521.812903  ],0.05,0.51,0.44
2020-12-03 13:00:00,46985.077346238635,21.47146495678525,1.660010097111693,[ 14.77421084 127.0249468  366.5290201 ],0.98,0.02,0.0,209617402.3813358,104.23763754467925,3.4073010446519088,[ 16.26830907  31.93076107 205.62676   ],0.46,0.49,0.04,7846981275.35345,469.8263210320215,3.1813022023859348,[ 18.49807677  48.47388181 139.8708273 ],0.08,0.59,0.33
2020-12-03 14:00:00,46042.30399738728,22.81013131221694,1.677481927328187,[ 16.26830907  41.28360327 131.1701642 ],0.98,0.02,0.0,229071108.21014097,105.88496449529805,3.296542671765988,[ 21.71984798  42.63081512 212.3369981 ],0.46,0.5,0.04,8391255414.196972,446.9581257791909,3.1417052747322565,[ 16.26830907  42.63081512 283.4914987 ],0.09,0.6,0.31
2020-12-03 15:00:00,44088.22883167444,22.98204253009641,1.7369180253771161,[17.34740413 34.04876402 69.0103528 ],0.97,0.03,0.0,260612467.356477,125.05347149434512,3.2968704822884862,[17.34740413 36.30725647 69.0103528 ],0.4,0.55,0.05,10985894924.325233,493.7679889671123,3.0141881477041435,[ 20.3687651  69.0103528 283.4914987],0.07,0.59,0.34
2020-12-03 16:00:00,34420.531040633155,23.06442706248827,1.799773386141204,[ 12.58270714  28.08181068 111.7132942 ],0.97,0.03,0.0,236809139.1650004,143.44782900273043,3.2633336402404947,[ 20.3687651   39.97896578 115.3588451 ],0.35,0.59,0.06,11060503780.399637,522.7452645001182,2.889283360469165,[ 22.4286339  69.0103528 332.866618 ],0.05,0.6,0.35
2020-12-03 17:00:00,39122.58160834842,20.43917583532654,1.7461974854563818,[11.8       37.4920747 86.4045341],0.97,0.03,0.0,210183828.28220853,135.1197927990988,3.437182822867592,[16.26830907 37.4920747  98.2473162 ],0.36,0.58,0.06,9714365631.096823,533.6516687053049,2.9222328796584183,[ 19.72507481  37.4920747  274.5326481 ],0.05,0.59,0.36
2020-12-03 18:00:00,47781.24491246037,18.78029416155872,1.6652458984667287,[ 11.8         24.69681475 123.0107258 ],0.98,0.02,0.0,193511867.42914808,119.2879235998941,3.682308832752582,[ 19.72507481  45.45856458 127.0249468 ],0.41,0.53,0.06,8624560264.870056,550.0892282863565,3.012970747377473,[12.58270714 29.94450846 69.0103528 ],0.06,0.56,0.38
2020-12-03 19:00:00,42619.60649249095,20.595232361766634,1.6433194378086229,[ 14.30731871 159.0418089  556.4253342 ],0.98,0.02,0.0,174268743.02032325,102.27857156526436,3.5076399408394745,[14.77421084 44.02199067 95.14252104],0.48,0.47,0.05,6592452828.940363,479.6230102723432,3.1385718589035103,[ 14.77421084  75.98928704 241.4403412 ],0.09,0.58,0.34
2020-12-03 20:00:00,29597.765567088773,22.00095960877885,1.7086055661222448,[ 12.58270714  24.69681475 164.2318358 ],0.98,0.02,0.0,150991778.11411637,116.74693830713768,3.4611487757264428,[16.26830907 37.4920747  83.67399254],0.43,0.51,0.06,6413676442.7214575,532.4387981603791,3.1147441354700454,[ 20.3687651   50.05573471 199.1285777 ],0.07,0.55,0.39
2020-12-03 21:00:00,37891.85139008056,21.992840189062296,1.6367108934475385,[17.91350366 44.02199067 98.2473162 ],0.98,0.02,0.0,167044821.76152837,100.19554363210369,3.3799966444414817,[ 23.16054969  45.45856458 186.741787  ],0.47,0.49,0.04,5922708158.3165865,434.87457597374015,3.102783222999944,[ 23.16054969  45.45856458 274.5326481 ],0.08,0.62,0.29
2020-12-03 22:00:00,32581.62781703704,22.112539066194973,1.6773899366842238,[ 15.2563391   34.04876402 131.1701642 ],0.98,0.02,0.0,157014364.48870236,105.91376755401805,3.241595558662949,[ 24.69681475  75.98928704 169.5912293 ],0.44,0.53,0.03,5448709208.645323,392.6382400228508,2.934936337831528,[ 18.49807677  45.45856458 192.8357499 ],0.08,0.68,0.24
2020-12-03 23:00:00,26134.933919792795,23.48229798586569,1.761878484489864,[ 11.8         26.33498199 115.3588451 ],0.97,0.03,0.0,150434372.71357274,112.51116091194412,3.128222751462583,[ 12.99331985  39.97896578 164.2318358 ],0.43,0.54,0.03,5391641982.199669,399.74470712348193,2.9202079190878156,[ 13.41733213  44.02199067 332.866618  ],0.08,0.68,0.24
2020-12-04 00:00:00,22598.62404098782,24.327927766752612,1.7526911644194851,[  11.8        111.7132942 2010.242843 ],0.97,0.03,0.0,134447103.11188182,109.56108505459567,3.024334150664624,[ 12.58270714  39.97896578 175.1255164 ],0.44,0.54,0.03,4520254313.963614,364.2071743053331,2.8832563360147354,[ 12.99331985  45.45856458 241.4403412 ],0.09,0.7,0.21
2020-12-04 01:00:00,19269.255938121536,25.80723228649838,1.7582939633493737,[ 11.8         26.33498199 104.7641701 ],0.97,0.03,0.0,126721901.70105745,111.53762637577387,2.9409365669465637,[ 39.97896578 180.8404044  593.3336464 ],0.43,0.55,0.02,4202571320.2848024,348.9679811791414,2.8205261684606224,[ 50.05573471 312.1606541  593.3336464 ],0.09,0.72,0.19
2020-12-04 02:00:00,26602.85830772248,25.266778240703072,1.699113863496705,[ 19.72507481 115.3588451 ],0.97,0.03,0.0,159130102.0047859,111.33285289558657,3.1799835318850334,[ 37.4920747 233.8103842 444.4108057],0.45,0.52,0.04,5779758178.919565,413.07458636717206,2.94771556787574,[ 44.02199067 265.8569135  574.5832163 ],0.08,0.66,0.26
2020-12-04 03:00:00,23394.505927903854,25.165580248083312,1.6938876249562091,[11.8        23.91635017 73.58788638],0.98,0.02,0.0,133932207.84119919,104.74282427585497,3.1158511449152506,[11.8        39.97896578 98.2473162 ],0.47,0.5,0.03,4538168805.549936,388.29628523247294,3.0053210022321313,[ 45.45856458  98.2473162  241.4403412 ],0.1,0.66,0.24
2020-12-04 04:00:00,33057.266978339125,22.630266291922815,1.6461255611854912,[11.8        27.19437402 95.14252104],0.99,0.01,0.0,135794481.74985927,83.46451240081704,3.121584429561937,[11.8        28.08181068 95.14252104],0.56,0.42,0.02,3724599003.3680925,318.7565480000927,3.0178794299271265,[12.18507055 45.45856458 98.2473162 ],0.13,0.69,0.18
2020-12-04 05:00:00,25678.929569251814,25.01671264459678,1.647565688360664,[ 16.26830907  39.97896578 108.1829495 ],0.98,0.02,0.0,122981878.59134576,86.40890073968681,3.0904458400847257,[ 39.97896578 111.7132942  219.2662121 ],0.57,0.41,0.02,3539977791.8263636,344.7596837460589,3.105681997506392,[ 41.28360327 249.3192874  632.6901282 ],0.13,0.66,0.2
2020-12-04 06:00:00,43853.22190576119,24.43823668882634,1.6802900181260274,[ 17.34740413  37.4920747  169.5912293 ],0.98,0.02,0.0,217806606.6758567,92.8013903179769,3.136265403649862,[ 37.4920747   92.13584309 233.8103842 ],0.54,0.43,0.02,6725850478.18592,364.18390586020666,3.0389561459725614,[ 37.4920747   78.46905285 292.7427044 ],0.12,0.67,0.21
2020-12-04 07:00:00,51122.780565594025,21.754190469212194,1.6678121292334513,[ 13.41733213 101.4534304  366.5290201 ],0.98,0.02,0.0,237907671.77061635,105.30022976817924,3.2514450185762005,[15.2563391  31.93076107 86.4045341 ],0.44,0.53,0.02,8025681415.788893,364.2102711388986,2.7684722193805618,[  39.97896578  378.4899973  2213.536292  ],0.08,0.74,0.18
2020-12-04 08:00:00,53587.444815393974,21.276578681974947,1.6529179251465995,[16.26830907 32.97276071 89.22418168],0.98,0.02,0.0,227273935.51331735,96.57056644279159,3.2113403152868556,[16.26830907 34.04876402 92.13584309],0.48,0.5,0.02,7076967421.970785,345.1859206245269,2.8831739675593093,[16.26830907 42.63081512 92.13584309],0.1,0.71,0.19
2020-12-04 09:00:00,43949.71393939083,22.98567496251914,1.6782880629062757,[ 17.91350366 169.5912293  556.4253342 ],0.98,0.02,0.0,233421072.34336412,115.14444257609712,3.3229477619032957,[ 30.92169053  95.14252104 199.1285777 ],0.43,0.53,0.04,8945028135.171223,432.5588425118438,2.879474269350352,[ 50.05573471 226.4215477  556.4253342 ],0.07,0.67,0.25
2020-12-04 10:00:00,52374.16798894924,22.393442511596103,1.6886723570703455,[ 15.7542007   75.98928704 249.3192874 ],0.98,0.02,0.0,264949480.32950473,111.94378557337996,3.329191732929984,[ 15.7542007   42.63081512 249.3192874 ],0.44,0.52,0.04,9968885053.8659,430.90654473285224,2.9218088432495066,[ 15.7542007   50.05573471 274.5326481 ],0.08,0.66,0.26
2020-12-04 11:00:00,50000.0842784684,22.39876098562983,1.7252850233562897,[ 11.8         92.13584309 205.62676   ],0.98,0.02,0.0,276009769.63192475,121.15418871701037,3.308537222966657,[12.18507055 28.08181068 95.14252104],0.42,0.54,0.04,11127509033.12454,459.4985649374284,2.928132022581699,[19.72507481 39.97896578 95.14252104],0.08,0.64,0.29
2020-12-04 13:00:00,62669.47565912641,18.838986520874805,1.6116953035867392,[  11.8         22.4286339 2143.58449  ],0.99,0.01,0.0,219246860.0994026,105.09788646169686,3.8499944094235827,[ 11.8         23.16054969 249.3192874 ],0.47,0.46,0.06,9397036302.6719,571.3635038331755,3.1247740727613222,[ 28.99820714  69.0103528  302.2958056 ],0.07,0.52,0.41
2020-12-04 15:00:00,69898.54163848684,25.896687227799056,1.9626912341969258,[12.18507055 28.99820714 66.82949924],0.96,0.04,0.0,549800232.9349834,116.83809799565545,2.7345349000336343,[16.79919438 31.93076107 83.67399254],0.48,0.5,0.02,18213316264.85735,343.11725918041566,2.8448953789364437,[ 16.79919438  86.4045341  180.8404044 ],0.14,0.68,0.18
2020-12-04 16:00:00,77871.76750022655,22.57844415811561,1.7387409803003,[12.18507055],0.97,0.03,0.0,411871006.4188584,107.31897628761058,3.1085931909961713,[12.99331985 28.99820714 92.13584309],0.46,0.51,0.03,14153443933.875158,391.76856430998754,3.0240133090219468,[ 13.41733213  34.04876402 292.7427044 ],0.1,0.65,0.25
2020-12-04 18:00:00,72030.31223400784,20.418042593911494,1.6161071278106809,[ 11.8         28.08181068 139.8708273 ],0.99,0.01,0.0,238352559.25720087,77.23297701084942,3.264928753244825,[ 12.58270714  36.30725647 249.3192874 ],0.59,0.39,0.02,6430351626.15378,330.7432531297072,3.107421106701617,[ 14.77421084  41.28360327 249.3192874 ],0.14,0.68,0.18
2020-12-04 19:00:00,62698.679911876905,20.844427599665888,1.583778103363277,[ 15.7542007 175.1255164 593.3336464],0.99,0.01,0.0,212827023.3103652,80.07272964791024,3.3648363592145616,[19.72507481 37.4920747  95.14252104],0.58,0.4,0.02,6169714074.493151,365.14625170483225,3.142188228576936,[ 19.72507481  45.45856458 283.4914987 ],0.12,0.66,0.21
2020-12-04 21:00:00,59676.03151306478,22.188173187734023,1.5901637249996305,[ 16.26830907  51.68920838 164.2318358 ],0.99,0.01,0.0,200863672.89167452,66.24923388476145,2.983440608317272,[11.8        24.69681475 51.68920838],0.69,0.3,0.01,4500497076.999316,286.93155425150553,3.3825174733375545,[12.18507055 25.50274832 53.37598736],0.2,0.62,0.18
2020-12-04 22:00:00,67690.90050824946,22.07105342186484,1.591181770266107,[ 16.26830907  31.93076107 186.741787  ],0.99,0.01,0.0,230107381.87922925,68.7153668287486,3.03508003048497,[ 16.26830907  31.93076107 186.741787  ],0.64,0.34,0.01,5274893476.66017,279.9285851108867,3.193348017339076,[ 16.26830907  48.47388181 302.2958056 ],0.18,0.67,0.16
2020-12-04 23:00:00,67029.33229776574,22.615510925828787,1.652598198045498,[ 11.8         32.97276071 192.8357499 ],0.99,0.01,0.0,247761540.29957396,70.57191605599269,2.9980000485466394,[ 16.26830907  36.30725647 108.1829495 ],0.66,0.32,0.02,5922075945.884331,303.3037974264182,3.3101394633698753,[ 11.8         53.37598736 312.1606541 ],0.19,0.64,0.18
2020-12-05 01:00:00,44791.66773752199,21.56884445196915,1.5899664502579332,[15.2563391],0.99,0.01,0.0,150580110.61009058,72.14017878639672,3.192949099712931,[ 31.93076107 131.1701642  257.455348  ],0.63,0.35,0.02,3845947805.9531393,325.5323472153936,3.2187230991627334,[ 39.97896578  86.4045341  312.1606541 ],0.16,0.66,0.18
2020-12-05 02:00:00,46470.25597703006,22.69990192703449,1.6124183094892577,[ 13.85518123 241.4403412 ],0.99,0.01,0.0,170354637.696913,71.03858596375667,2.998124948324739,[ 35.15988065 131.1701642  249.3192874 ],0.65,0.34,0.01,3984107736.5401735,282.1125519173413,3.1550667824081517,[  50.05573471  322.3474232  1057.615264  ],0.18,0.67,0.15
2020-12-05 03:00:00,45853.787810476184,23.36822250047605,1.6197442053045648,[ 13.85518123  98.2473162  233.8103842 ],0.99,0.01,0.0,182016837.82712078,75.87477829154867,3.061927233334415,[ 39.97896578 101.4534304  241.4403412 ],0.62,0.36,0.02,4650723543.714666,314.01315223420187,3.188012066988574,[ 45.45856458 144.4352457  283.4914987 ],0.16,0.66,0.18
2020-12-05 04:00:00,42719.056714690836,23.53363598795446,1.6288530960589835,[ 14.77421084 180.8404044 ],0.99,0.01,0.0,174628157.30382502,78.03073917989302,3.090080514531949,[ 14.77421084  39.97896578 241.4403412 ],0.62,0.36,0.02,4611301404.784762,323.45961471749564,3.1561848935649484,[ 15.2563391   46.94201835 302.2958056 ],0.16,0.66,0.18
2020-12-05 05:00:00,33558.79893936766,24.66057127856647,1.6319101499485458,[ 11.8         23.16054969 101.4534304 ],0.99,0.01,0.0,151056027.16331273,82.47876190421177,3.117202846352986,[ 39.97896578 127.0249468  241.4403412 ],0.6,0.38,0.02,4272335850.865233,351.58329612038165,3.192573112009032,[ 46.94201835 283.4914987  538.8412743 ],0.14,0.64,0.22
2020-12-05 06:00:00,59317.57650729813,22.467675645354422,1.6045442098466798,[ 17.91350366 135.450653   593.3336464 ],0.99,0.01,0.0,212243126.05774507,72.06614492214868,3.1450336906704504,[ 17.91350366  39.97896578 265.8569135 ],0.65,0.33,0.02,5446767966.185783,335.8942955432146,3.318800213115992,[17.91350366 44.02199067 83.67399254],0.16,0.63,0.21
2020-12-05 07:00:00,80247.533294538,22.461625983140163,1.611783684437092,[ 13.85518123  69.0103528  131.1701642 ],0.99,0.01,0.0,295538272.0746295,72.44331696743149,3.001874548163312,[ 35.15988065  71.26237437 135.450653  ],0.62,0.37,0.02,7102178165.427389,296.8736017628343,3.274111421513687,[ 36.30725647  73.58788638 169.5912293 ],0.17,0.66,0.18
2020-12-05 08:00:00,52113.87982208869,22.333063326529775,1.6164985217951529,[11.8        23.16054969 53.37598736],0.99,0.01,0.0,190833708.17021862,74.55745284782228,3.1518912578631904,[ 16.79919438  32.97276071 108.1829495 ],0.63,0.35,0.02,5029310412.918048,341.8532807135841,3.314732912874595,[ 55.11781116 416.766237   991.826319  ],0.16,0.63,0.21
2020-12-05 10:00:00,78243.46509775128,19.9973412594749,1.5446428892545838,[ 11.8       149.1486151],0.99,0.01,0.0,231264596.63700083,73.20950529341044,3.39633626029648,[11.8        23.16054969 69.0103528 ],0.6,0.38,0.03,6385615503.35212,370.6281122746088,3.340921167322103,[ 23.16054969  45.45856458 265.8569135 ],0.13,0.62,0.25
2020-12-05 12:00:00,86112.77560689751,21.343656199331306,1.4872246630449817,[ 11.8        22.4286339 131.1701642],0.99,0.01,0.0,238111380.57529855,59.81245744457219,3.20188010922144,[11.8        25.50274832 53.37598736],0.68,0.29,0.02,5507467892.218944,343.0667600744445,3.6910774942375184,[ 27.19437402  83.67399254 164.2318358 ],0.17,0.58,0.25
2020-12-05 17:00:00,31389.90130315761,22.36588873151671,1.807075450415156,[ 11.8         39.97896578 164.2318358 ],0.97,0.03,0.0,195491753.20008695,132.82650094742965,3.3239815783685094,[21.71984798 41.28360327 98.2473162 ],0.39,0.54,0.07,8972335526.2162,554.1956736112601,3.0689544876218817,[ 21.71984798  41.28360327 249.3192874 ],0.06,0.54,0.4
2020-12-05 20:00:00,35081.39483634464,23.318903738965904,1.6937298509015657,[ 14.30731871  30.92169053 144.4352457 ],0.98,0.02,0.0,179039854.52332973,106.74340757558076,3.3739277418478744,[ 18.49807677  39.97896578 123.0107258 ],0.49,0.47,0.04,6839294917.862883,475.09765142611377,3.1142253562244187,[12.18507055 39.97896578 86.4045341 ],0.09,0.59,0.32
2020-12-05 22:00:00,43501.58846280715,21.962852378702436,1.6102950941422542,[ 11.8         39.97896578 144.4352457 ],0.99,0.01,0.0,170518374.2964523,91.7464479150501,3.625602159041698,[12.18507055 23.16054969 44.02199067],0.55,0.4,0.05,6338659306.514909,513.8283298633215,3.2469451170555534,[ 14.77421084  44.02199067 444.4108057 ],0.09,0.54,0.36
2020-12-06 00:00:00,37584.504084233,22.587364938657316,1.6374288030328117,[  19.72507481  186.741787   1024.192684  ],0.98,0.02,0.0,165180172.71479326,98.09457831064846,3.531728054214386,[ 36.30725647  89.22418168 226.4215477 ],0.53,0.42,0.05,6334580141.709472,520.3275614508033,3.263099292615843,[ 60.69180932 292.7427044  593.3336464 ],0.09,0.53,0.38
2020-12-06 01:00:00,49935.39402814906,23.940955084522944,1.6491038194198435,[ 18.49807677 538.8412743 ],0.98,0.02,0.0,233395359.9894209,91.73089017688389,3.276644875455733,[ 36.30725647 127.0249468  249.3192874 ],0.56,0.4,0.04,7799896367.988104,439.79905141672464,3.3066254932554804,[ 58.77383697 292.7427044  593.3336464 ],0.12,0.57,0.31
2020-12-06 02:00:00,51285.938953987185,24.84868097241313,1.6511490876103503,[11.8       22.4286339],0.98,0.02,0.0,245196555.77963817,86.53752882081037,3.1065474135210165,[ 35.15988065 135.450653   265.8569135 ],0.58,0.39,0.03,7298458341.153928,376.95094858221756,3.287020946895193,[  56.91647606  332.866618   2437.388563  ],0.14,0.6,0.26
2020-12-06 17:00:00,41030.83916500893,21.878648106310408,1.792572143439979,[11.8        22.4286339  48.47388181],0.97,0.03,0.0,267109388.31813738,156.7159775261714,3.6593134392388382,[ 12.18507055  24.69681475 104.7641701 ],0.36,0.54,0.1,15570168306.600172,706.2677312358086,2.87849043065893,[ 15.2563391   30.92169053 265.8569135 ],0.05,0.46,0.49
