Time,AS_ext_dry,AN_ext_dry,OM_ext_dry,Soil_ext_dry,SS_ext_dry,EC_ext_dry,total_ext_dry,AS_ext,AN_ext,OM_ext,Soil_ext,SS_ext,EC_ext,total_ext,ALWC_AS_ext,ALWC_AN_ext,ALWC_SS_ext,ALWC_ext,fRH_IMPR,ScatteringByGas,AbsorptionByGas,ExtinctionByGas
2021-04-19 10:00:00,16.5779625,16.760196,28.224,16.15070671,2.3455376,13.0,93.05840281,23.872266000000003,24.134682240000004,28.224,16.15070671,5.876040795519999,13.0,111.25769574552001,7.294303500000002,7.374486240000003,3.530503195519999,18.199292935520006,1.1955685073671212,11.178714859437752,7.953000000000001,19.131714859437754
2021-04-19 11:00:00,17.195475,16.447499999999998,28.512,15.97331558,2.4176482,13.600000000000001,94.14593878,24.245619750000003,23.190975,28.512,15.97331558,6.045571088919999,13.600000000000001,111.56748141892001,7.050144750000005,6.743475000000004,3.6279228889199993,17.421542638920016,1.1850482651156162,11.145145145145147,7.92,19.065145145145145
2021-04-19 12:00:00,20.159287499999998,18.753633,31.824,15.14281425,2.9353763999999996,9.9,98.71511115,27.013445250000004,25.129868220000006,31.824,15.14281425,7.18814972832,9.9,116.19827744832001,6.854157750000006,6.376235220000005,4.25277332832,17.483166298320015,1.1771072948674892,,,
2021-04-19 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-04-19 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-04-19 15:00:00,,,,,,,,,,,,,,,,,,,,11.141427618412274,5.7090000000000005,16.850427618412276
2021-04-19 16:00:00,15.7806,8.891325,20.448,12.12325095,4.5960792,7.199999999999999,69.03925515,24.933348000000002,14.048293500000002,20.448,12.12325095,11.898329832959998,7.199999999999999,90.65122228296,9.152748000000003,5.156968500000001,7.302250632959998,21.611967132960004,1.3130388224207254,11.156312625250504,7.7219999999999995,18.8783126252505
2021-04-19 17:00:00,15.237337499999999,8.483426999999999,20.016,12.42020753,5.0969672,11.200000000000001,72.45393923,25.29398025,14.08248882,20.016,12.42020753,13.54824851432,11.200000000000001,96.56092511432,10.056642750000002,5.599061820000001,8.451281314320001,24.106985884319997,1.3327215350954769,11.182457315031806,12.342,23.524457315031807
2021-04-19 18:00:00,11.463375,7.839459,24.048,12.8310727,4.043806999999999,13.3,73.5257137,23.84382,16.30607472,24.048,12.8310727,11.909415995699998,13.3,102.2383834157,12.380445000000002,8.466615720000002,7.865608995699999,28.712669715700002,1.3905119484164898,11.212487411883185,12.804,24.016487411883183
2021-04-19 19:00:00,11.4530625,7.6695660000000005,29.016,13.00097849,3.1927292,15.3,79.63233619,25.769390625,17.2565235,29.016,13.00097849,9.983344935480002,15.3,110.32623755048,14.316328125,9.5869575,6.790615735480001,30.693901360479998,1.3854451951182922,11.208724832214767,14.223,25.43172483221477
2021-04-19 20:00:00,11.0182875,7.392087,25.776,14.0990093,3.1590488,12.1,73.5444326,26.774438625000005,17.962771410000002,25.776,14.0990093,10.25395649992,12.1,106.96617583492001,15.756151125000006,10.570684410000002,7.094907699919999,33.421743234920015,1.4544428728779126,11.235116044399597,9.768,21.003116044399597
2021-04-19 21:00:00,10.722112500000001,7.116543,22.176000000000002,14.10060922,2.9185361999999997,12.5,69.53380092,25.411406625,16.86620691,22.176000000000002,14.10060922,9.355367789099999,12.5,100.4095905441,14.689294125,9.749663909999999,6.436831589099999,30.875789624099994,1.4440400095433183,11.231338264963014,9.108,20.339338264963015
2021-04-19 22:00:00,10.9968375,7.942014,24.12,11.847979,2.6499566,8.299999999999999,65.8567871,26.062504875000002,18.82257318,24.12,11.847979,8.4944358813,8.299999999999999,97.6474929363,15.065667375000002,10.880559179999999,5.8444792813,31.790705836299992,1.4827248220905085,11.242679232581622,8.481,19.723679232581624
2021-04-19 23:00:00,11.120999999999999,8.662221000000002,30.024,9.12788644,2.5847548,10.4,71.91986224,27.024030000000003,21.049197030000006,30.024,9.12788644,8.38985560532,10.4,106.01496907532001,15.903030000000005,12.386976030000003,5.8051008053199995,34.09510683532001,1.4740708028825613,11.238896366083447,8.217,19.455896366083447
2021-04-20 00:00:00,,,,,,,,,,,,,,,,,,,,11.250252610306502,6.831,18.081252610306503
2021-04-20 01:00:00,,,,,,,,,,,,,,,,,,,,11.265430016863407,7.3919999999999995,18.657430016863408
2021-04-20 02:00:00,13.6673625,30.523851,31.176,12.90201201,3.1266637999999998,10.4,101.79588930999999,47.152400625000006,105.30728595000001,31.176,12.90201201,13.38962505712,10.4,220.32732364212,33.485038125,74.78343495000001,10.26296125712,118.53143433212001,2.16440295512479,11.273034087073912,5.907,17.180034087073913
2021-04-20 03:00:00,14.118637500000002,36.81414900000001,37.296,12.11153725,2.9694886,13.0,116.30981235000002,50.54472225000001,131.79465342000003,37.296,12.11153725,13.344881768399999,13.0,258.09179468840006,36.42608475,94.98050442000002,10.375393168399999,141.78198233840004,2.219002760590388,,,
2021-04-20 04:00:00,14.54475,36.225909,40.68000000000001,11.54216572,3.1927292,19.4,125.58555392000001,50.17938750000001,124.97938605000002,40.68000000000001,11.54216572,13.67254352608,19.4,260.45348279608004,35.63463750000001,88.75347705000001,10.47981432608,134.86792887608004,2.0739127603959373,11.265430016863407,4.719,15.984430016863406
2021-04-20 05:00:00,15.5199,35.934111,43.272,11.02193459,3.7575236,26.5,136.00546919,47.025297,108.88035633,43.272,11.02193459,14.308649868799998,26.5,251.0082377888,31.505397000000002,72.94624533,10.551126268799997,115.00276859879997,1.845574588167045,11.269230769230772,5.511,16.780230769230773
2021-04-20 06:00:00,15.9501375,34.390755,47.088,11.30357765,3.240659,24.4,136.37312915,43.06537125000001,92.85503850000002,47.088,11.30357765,11.4077678118,24.4,230.11975521180003,27.115233750000012,58.46428350000002,8.167108811799999,93.74662606180001,1.6874274033756744,11.265430016863407,6.666,17.93143001686341
2021-04-20 07:00:00,18.102975,32.621004,38.952,10.76451889,3.6266882,16.5,120.56718608999999,40.731693750000005,73.397259,38.952,10.76451889,11.34029133258,16.5,191.68576297258,22.628718750000004,40.776255000000006,7.713603132579999,71.11857688258,1.5898667721206663,11.212487411883185,5.346,16.558487411883185
2021-04-20 08:00:00,19.0678125,29.393424,32.04,11.7359846,3.974719,12.9,109.1119401,36.800878125000004,56.72930832000001,32.04,11.7359846,11.3653115086,12.9,161.57148255360002,17.733065625000005,27.33588432000001,7.390592508599999,52.45954245360002,1.4807864511026143,11.178714859437752,4.488,15.666714859437754
2021-04-20 09:00:00,21.7721625,27.103932,29.736,11.34597553,3.9561516,11.799999999999999,105.71422163,36.14178975,44.992527120000005,29.736,11.34597553,10.51584656796,11.799999999999999,144.53213896796,14.36962725,17.888595120000005,6.5596949679600005,38.81791733796001,1.367196737954736,11.126582278481013,6.237,17.36358227848101
2021-04-20 10:00:00,23.4097875,34.21467,35.928000000000004,13.32584796,3.5165792000000002,10.700000000000001,121.09488466,38.86024725,56.7963522,35.928000000000004,13.32584796,9.34741917152,10.700000000000001,164.95786658152002,15.45045975,22.581682200000003,5.83083997152,43.86298192152002,1.3622199405422846,11.119174434087885,7.4910000000000005,18.610174434087885
2021-04-20 11:00:00,29.308125,60.807762,43.992,12.91663985,3.2441134,21.099999999999998,171.36864025,50.996137499999996,105.80550588,43.992,12.91663985,8.86973044694,21.099999999999998,243.68001367693998,21.688012499999996,44.99774388,5.62561704694,72.31137342693998,1.4219638629416036,11.126582278481013,11.781000000000002,22.907582278481016
