Time,SO2,NO,NOx,NO2,CO,O3,THC,CH4,NMHC,PM10,PM25,WS,WD,AT,RH,RT,Benzene,Toluene,EthylBenzene,m/p-Xylene,o-Xylene,Si,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Sr,Ag,Cd,Sn,Sb,Ba,Hg,Tl,Pb,NH3,HF,HCl,HNO2,HNO3,G-SO2,Na+,NH4+,K+,Mg2+,Ca2+,F-,Cl-,NO2-,NO3-,PO43-,SO42-
2020/9/13 07:00,3.2,22.2,42.6,20.4,1.01,13.8,2.2,2,0.2,40,20,0.6,39,27.3,92.3,27,0.19,3.93,0.32,1.23,0.41,1.282,0.010632,-,0.000962,0.001869,0.166543,-,-,-,0.038242,-,-,0.006148,0.011123,-,-,-,0.018194,0.018073,0.007273,0.000532,-,-,15.7262,-,1.2854,3.2361,-,0.2186,0.1088,4.5792,0.596,1.3246,-,-,0.6055,0.3974,3.7797,-,2.6728
2020/9/13 08:00,2.6,12.7,29.4,16.7,0.82,22.7,2.1,2,0.2,23,12,0.5,19,28.5,69,27.1,0.08,1.86,0.09,0.59,0.15,1.223,0.010431,0.000591,0.001231,0.015665,0.260893,-,-,-,0.146972,-,0.005828,0.012997,0.00689,-,-,-,0.017822,0.018421,0.005934,-,-,-,16.4247,-,1.2683,2.0939,0.2447,0.948,0.1293,5.3365,0.5701,1.2503,-,-,0.4934,0.5509,4.6419,-,3.1377
2020/9/13 09:00,2,7,19,12.1,0.64,36.4,2.2,2,0.1,24,10,0.7,358,30.3,59.3,27.2,0.26,1.4,0.04,0.4,0.08,0.720834,0.008248,-,0.001457,0.010128,0.299994,-,-,-,0.122971,-,0.003493,0.004196,0.003586,-,-,0.009461,0.010171,0.008902,0.007899,-,-,-,16.9454,-,1.1672,0.223,0.2956,0.89,0.0426,3.5053,0.0473,1.1874,-,-,0.1798,0.3501,2.0294,-,2.5403
2020/9/13 10:00,1.7,6.7,19.5,12.8,0.83,52,2.3,2.1,0.2,27,15,1.4,327,30.6,60.2,27.3,0.18,1.28,-,0.24,0.09,0.335211,0.004867,-,0.00085,0.00556,0.179628,-,-,-,0.061395,-,0.001361,0.001185,0.002822,-,-,-,0.01134,0.00585,0.002567,-,-,-,18.8724,-,1.6197,0.9125,0.3899,0.7353,0.0568,3.5668,0.2223,1.2914,-,-,0.2223,0.2271,1.3719,-,2.3984
2020/9/13 11:00,1.7,6.4,19.1,12.7,0.87,51.2,2.1,2,0.1,27,9,1.7,339,30.8,62.2,27.3,0.07,1.39,0.05,0.3,0.06,0.217205,0.005635,-,0.000842,0.005913,0.189228,-,-,0.003996,0.059222,-,0.001989,0.001014,0.004277,-,-,-,0.011589,0.016007,0.003483,-,-,-,23.6101,-,1.6142,0.6792,0.457,0.6879,0.0527,4.206,0.2347,1.3892,-,-,0.4599,0.3353,1.8491,-,3.0515
2020/9/13 12:00,2,5.5,15.6,10.1,0.41,50.4,2.1,2,0.1,22,10,1.9,323,31.5,59.2,23.8,0.08,1.24,0.08,0.48,0.12,0.044443,0.006581,-,0.001311,0.004871,0.210057,-,-,0.011269,0.052835,-,0.001151,0.0008,0.00534,-,-,-,0.011018,0.001927,0.006817,-,-,0.004898,24.4209,-,0.5095,0.534,0.3899,0.6369,0.0719,4.0144,0.1485,1.2455,-,-,0.2683,0.3449,1.1305,-,2.9078
2020/9/13 13:00,1.5,6.5,17.6,11.1,0.29,53,2.1,2,0.1,30,11,1.9,335,31.5,62.1,23.9,0.04,0.94,0.04,0.27,0.13,0.124979,0.006139,-,0.000888,0.001834,0.184075,-,-,0.009358,0.029945,-,0.000436,0.000197,0.004435,-,-,-,0.009038,0.019335,0.00554,-,-,0.002823,24.7528,-,1.6757,0.481,0.2737,0.708,0.2327,3.7907,0.1066,1.3136,-,-,0.3393,0.349,0.7562,-,3.0005
2020/9/13 14:00,1.6,5.9,19.2,13.3,0.61,48.1,2.1,2,0.1,32,18,0.9,41,29.8,66.1,23.6,0.14,0.96,0.02,0.23,0.29,0.1316,0.006418,-,0.000586,0.001481,0.1652,-,-,0.009331,0.024582,-,-,0.000311,0.004732,-,-,-,0.007816,0.006848,0.001468,-,-,0.002782,24.9651,-,0.5561,0.4007,0.2857,0.6336,0.3345,3.1896,0.1697,1.5851,-,-,0.3636,-,1.144,-,2.9375
2020/9/13 15:00,1.6,13.5,37.3,23.7,0.89,33.9,2.1,1.9,0.2,20,10,0.8,27,28.6,70.2,23.8,0.05,1.49,0.07,0.36,0.29,0.065253,0.005988,-,0.000569,0.002485,0.152982,-,-,0.008783,0.036558,-,-,0.000355,0.003406,-,-,0.007133,-,0.012907,0.003281,-,-,0.004592,25.9182,-,0.6355,0.4998,0.3033,0.5044,0.1767,3.1014,0.108,1.6047,-,-,0.476,0.7017,0.8882,-,3.0621
2020/9/13 16:00,1.1,11.3,27.9,16.6,0.84,41.6,2.1,1.9,0.1,21,11,1.4,16,30,65.4,23.7,0.07,1.39,0.07,0.39,0.06,0.440632,0.007993,-,0.000931,0.001506,0.199501,-,-,-,0.032037,-,-,0.001041,0.002639,-,-,-,0.015477,0.009692,0.005989,-,-,-,24.3684,-,1.1531,0.7888,-,0.3689,0.0527,2.5709,0.0718,1.3357,-,-,0.3351,0.4405,0.6655,-,1.9773
2020/9/13 17:00,0.8,13.8,30.8,17,1.1,36.4,2.1,1.9,0.1,26,7,1.5,9,28.9,84.4,24.1,0.06,1,0.01,0.28,0.2,0.612465,0.008263,-,0.000831,0.001106,0.192266,-,-,-,0.021257,-,-,0.000883,0.005363,-,-,-,0.008223,0.018364,0.006616,-,-,-,20.264,-,1.4761,0.6153,0.1866,0.248,0.1423,2.5027,0.0834,1.3348,-,-,0.3877,0.2552,0.952,-,1.271
2020/9/13 18:00,1.5,17,31.1,14.1,1.13,24.4,2,1.8,0.2,27,4,1.6,2,27.8,94.8,27.6,0.13,2.21,0.08,0.46,0.11,0.032388,0.005267,-,0.000986,0.002076,0.192072,-,-,0.010987,0.049517,-,-,-,0.002151,-,-,0.010505,0.011577,0.010252,0.006435,-,-,0.005965,20.8353,-,0.7974,0.5388,0.2168,0.515,0.1093,2.7783,0.3181,1.5357,-,-,0.1889,-,1.0089,-,0.9642
2020/9/13 19:00,1.3,18,32.9,14.9,1.06,22.6,2,1.9,0.1,26,8,1.6,9,27.4,94.9,28.1,0.14,3.29,0.09,0.63,0.15,-,0.004348,-,0.001433,0.004236,0.198389,-,0.000968,0.013223,0.081461,-,-,-,0.00193,-,-,0.008699,0.015833,0.01122,0.007817,-,-,0.009138,20.1702,-,1.3688,0.7532,0.1565,0.4592,0.0776,3.6717,0.228,1.6151,-,-,0.131,-,0.6839,-,1.1253
2020/9/13 20:00,0.9,22.5,40.1,17.6,1.17,20.2,2,1.9,0.2,23,8,1.2,354,27.2,94.8,28,0.11,1.87,0.07,0.52,0.1,0.103762,0.006479,-,0.001499,0.004288,0.249235,-,0.001108,0.018022,0.054755,-,-,0.000175,0.002234,-,-,0.005818,0.022535,0.012428,0.007031,-,-,0.012783,18.7924,-,1.0994,0.7794,0.0876,0.3103,0.0766,4,0.2251,1.5281,-,-,0.3832,0.2874,0.8096,-,1.3222
2020/9/13 21:00,1,20.8,34.7,13.9,1.21,18.8,2.1,2,0.2,26,15,1.4,13,27,94.9,28.1,0.15,1.6,0.08,0.58,0.11,0.220647,0.006474,-,0.001299,0.003068,0.222992,-,-,0.013338,0.037826,-,0.00045,0.000214,0.004082,-,-,0.006739,0.024215,0.016712,0.008256,-,-,0.008059,19.1239,-,1.2917,0.8544,-,0.2555,0.0766,4.3928,0.3257,1.9449,-,-,-,-,1.1114,-,1.8012
2020/9/13 22:00,1,21.2,44,22.9,1.13,12.6,2.2,2,0.2,33,18,0.7,33,27,94.9,28.1,0.1,1.5,0.07,0.52,0.11,0.146918,0.006683,-,0.000815,0.002767,0.180347,-,-,0.012241,0.036871,-,0.000913,0.000428,0.004495,-,-,-,0.016842,0.010484,0.006822,-,-,0.006688,18.8142,-,1.0914,0.9331,0.1593,0.2671,0.1552,5.1898,0.6305,1.9207,-,-,0.1843,0.3007,1.4842,-,2.5707
2020/9/13 23:00,1.2,23.4,49.3,25.9,1.23,9,2.3,2,0.2,40,24,0.7,8,26.9,94.9,28,0.1,1.64,0.05,0.6,0.15,0.882444,0.007547,-,0.000784,0.00289,0.161055,-,-,0.010928,0.043976,-,0.00239,0.001674,0.00866,-,-,-,0.012403,0.018575,0.003917,-,-,-,18.8613,-,1.2082,1.6668,0.1817,0.2083,0.0862,5.8156,0.2778,1.988,-,-,0.1868,-,2.3329,-,3.4635
2020/9/14 00:00,1.8,10.9,31.8,20.9,0.89,11.4,2.2,2,0.2,33,17,0.5,33,26.6,94.9,23.9,0.19,4.08,0.27,1.14,0.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.3516,-,1.1926,2.4642,-,0.2701,0.4947,6.286,0.3638,1.7849,-,-,0.6887,0.5626,2.9102,-,3.9384
2020/9/14 01:00,1.4,12,35.1,23,0.84,9.9,2.3,2.2,0.2,28,16,0.6,323,26.2,94.8,24,0.09,1.85,0.08,0.53,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.2177,-,1.2026,2.4397,0.0955,0.4463,0.6371,5.624,0.3449,1.509,-,-,0.1581,-,2.7066,-,3.382
2020/9/14 02:00,1.4,5,18.8,13.9,0.72,11.3,2.3,2.1,0.2,29,14,0.8,333,25.9,94.8,24,0.05,1.6,0.04,0.37,0.06,1.155,0.010185,-,0.001337,0.002948,0.144341,-,-,-,0.046428,-,-,0.003613,0.00895,-,-,0.007261,0.016592,0.005281,0.001287,0.000548,-,-,21.894,-,1.1069,3.1362,0.1839,1.1562,0.1819,4.8067,0.0622,1.4506,-,-,0.1819,0.5841,2.7911,-,2.9443
2020/9/14 03:00,1.2,4.1,16.5,12.4,0.68,20.4,2.2,2.1,0.1,28,17,0.7,16,25.8,94.8,24,0.2,1.76,0.05,0.47,0.12,0.397073,0.004824,-,0.000808,0.00284,0.114154,-,-,0.007385,0.074809,-,0.002112,0.001616,0.009994,-,-,-,0.0127,0.00363,0.00178,-,-,0.007824,16.559,-,1.2349,2.1864,-,0.4047,0.286,4.9686,0.0727,1.4494,-,-,0.6156,0.2084,3.0539,-,2.9521
2020/9/14 04:00,1.1,11.1,30.5,19.4,0.54,11.2,2.2,2.1,0.1,31,16,0.6,23,25.6,94.8,24.1,0.16,0.86,0.37,0.14,0.31,0.550335,0.004895,-,0.000387,0.001853,0.085836,-,-,0.008437,0.044723,-,0.004304,0.001215,0.015803,-,-,-,0.008537,0.00517,0.001314,-,-,0.016226,16.3477,-,1.1854,1.8424,-,0.2948,0.0719,5.2407,0.0766,1.2311,-,-,0.709,-,3.909,-,3.5018
2020/9/14 05:00,1.1,20.2,41.5,21.3,0.66,9.3,2.2,2.1,0.2,33,14,0.4,355,25.3,94.7,24.2,-,-,-,-,-,1.655,0.013555,0.000434,0.001034,0.003772,0.10992,-,-,-,0.07089,-,0.001867,0.002393,0.007996,-,-,-,-,0.004312,-,0.000596,-,-,16.1451,-,1.1861,2.6629,-,0.1895,0.1964,5.3988,0.115,1.279,-,-,0.5844,0.4263,3.8898,-,3.5018
2020/9/14 06:00,1.8,39.5,65,25.5,1.06,6.1,2.2,2,0.2,41,26,0.3,326,25.8,94.5,27.2,0.16,2.22,0.24,0.83,0.26,2.581,0.013341,-,0.00054,0.01057,0.17205,-,-,-,0.113585,-,0.002028,0.00745,0.009457,-,-,-,-,0.009814,-,0.003966,-,-,16.6049,-,0.8837,3.5203,-,0.1619,0.0291,5.3062,0.0825,1.1689,-,-,0.6014,0.3686,3.143,-,3.4922
2020/9/14 07:00,1.8,16.6,34,17.4,0.77,12.4,2.4,2.2,0.2,35,20,0.3,157,27.3,94.5,27.9,0.21,1.92,0.18,0.21,0.23,2.5,0.0161,-,0.0016,0.010146,0.218933,-,-,-,0.098388,-,-,0.007681,0.00655,-,-,-,0.017831,0.018396,0.007283,0.003822,-,-,17.2832,-,1.095,4.5924,-,0.2186,0.0284,4.9907,0.246,1.1637,-,-,0.3028,1.4854,2.668,-,3.2546
2020/9/14 08:00,1.5,23.2,45.3,22.1,1.15,18.8,2.5,2.2,0.4,42,22,0.8,306,28.8,93.1,28.3,0.09,2.78,0.19,0.62,0.22,1.222,0.011121,-,0.00146,0.004367,0.166322,-,-,-,0.060503,-,-,0.003626,0.004563,-,-,-,0.011922,0.013671,0.002818,0.001215,-,-,17.084,-,1.1887,3.6513,0.1576,0.4741,0.0097,5.0928,0.0534,1.1204,-,-,0.4074,0.5141,2.9975,-,3.0605
2020/9/14 09:00,2,26.3,51.8,25.5,1.01,24.3,2.4,2,0.4,42,25,1.4,324,29.5,79.8,28.6,0.29,3.81,0.38,1.46,0.52,0.2584,0.008165,-,0.002556,0.00489,0.262534,-,-,0.011438,0.087668,-,0.003315,0.001363,0.004008,-,-,0.007979,-,0.004708,0.009005,-,-,-,21.1543,-,1.276,2.7553,0.379,0.5657,0.0194,5.7816,0.2231,1.2465,-,-,0.4511,0.3977,3.9336,-,3.0314
2020/9/14 10:00,2,10.4,28.6,18.1,0.87,42.9,2.2,2,0.2,38,16,1.8,324,30.4,67.9,28.7,0.26,3.28,0.26,1.01,0.34,0.481885,0.00786,-,0.002205,0.006136,0.250877,-,-,0.009188,0.100448,-,0.003293,0.001677,0.004703,-,-,-,0.023618,0.028129,0.008527,-,-,-,25.7481,-,0.5399,1.244,0.3621,0.6327,-,0.221,0.3634,1.424,-,-,0.2602,0.2848,4.9347,-,3.884
2020/9/14 11:00,1.3,11.3,27.4,16.2,0.74,46,2.1,2,0.2,32,10,1.7,335,31.4,62.3,28.7,0.32,2.79,0.24,0.95,0.34,0.106945,0.006103,-,0.002393,0.004507,0.230459,-,-,0.011418,0.071354,-,0.001066,0.000565,0.004061,-,-,-,0.012755,0.008878,0.005142,-,-,0.006085,28.8148,-,1.1672,0.8362,0.3706,0.5751,0.0295,6.4274,0.2701,1.2766,-,-,0.3192,-,2.8872,-,3.4469
2020/9/14 12:00,1.9,10.7,24.4,13.7,0.71,45.6,2.1,1.9,0.1,-,-,1.9,341,31.9,59.9,24,0.2,2.01,0.13,0.59,0.08,0.072768,0.005586,-,0.000768,0.003923,0.209177,-,-,0.013401,0.052148,-,0.000224,0.001014,0.004674,-,-,-,0.009903,0.009499,0.004409,-,-,0.004097,30.6597,-,1.4629,0.5862,0.3963,0.6703,0.0873,5.67,0.0534,1.1738,-,-,0.485,-,1.3144,-,3.2691
2020/9/14 13:00,1.6,8.6,19.5,10.9,0.52,-,2,1.9,0.1,28,13,2.1,324,31.6,61.2,24.2,-,-,-,-,-,0.093246,0.006718,0.000638,0.001343,0.002334,0.171248,-,-,0.01006,0.031992,-,0.000241,0.000367,0.004148,-,-,-,0.011519,0.007332,0.004432,-,-,0.004278,35.1399,-,0.0842,0.5414,0.4292,0.759,0.3638,5.5196,0.2813,1.2174,-,-,0.4996,-,0.9313,-,2.6143
2020/9/14 14:00,2.7,8.7,19.8,11.1,0.69,43.5,2,1.9,0.1,31,8,2.1,335,31.2,62,24.1,0.2,3.32,0.72,2.42,1.04,0.048283,0.00534,-,-,0.001456,0.148504,-,0.000357,0.007098,0.017638,-,-,0.000181,0.003894,-,-,-,0.023164,0.016286,0.002614,-,-,0.003861,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/9/14 15:00,2.1,10,20.1,10.1,0.85,42.2,2,1.9,0.1,26,11,2.1,346,30.2,69,23.9,0.07,1.09,0.2,0.72,0.29,0.198565,0.006819,-,0.000886,0.002428,0.165829,-,0.000878,0.009153,0.021672,-,-,0.000192,0.003875,-,-,-,-,0.009223,0.002038,-,-,0.004731,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/9/14 16:00,1.4,12.8,25.2,12.4,0.93,39,2.1,2,0.1,25,8,2,8,29.6,74.2,23.5,0.12,2.92,0.58,2.02,0.86,0.046559,0.003742,0.000417,0.000788,0.00225,0.144213,-,0.001206,0.008359,0.016829,-,-,0.00029,0.00284,-,-,-,-,0.009387,0.003935,-,-,0.004088,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020/9/14 17:00,1.9,23,45.7,22.7,1.52,31.9,2.2,1.9,0.3,30,8,1.8,358,28.9,88.5,24.7,0.17,2.36,0.38,1.39,0.48,0.1113,0.004885,0.000796,0.000772,0.002944,0.171337,-,0.001371,0.010387,0.017366,-,-,0.000478,0.002822,-,-,-,0.007701,0.011987,0.005221,-,-,0.004577,28.0776,-,-,-,-,-,0.6932,3.4756,0.2472,2.4528,0.1794,-,-,-,-,-,-
2020/9/14 18:00,2.1,23,44.1,21.1,1.35,27.2,2.2,1.9,0.3,35,10,1.8,352,28,94.6,27.7,0.41,3.54,0.48,1.9,0.71,0.074152,0.006705,0.000582,0.001462,0.004995,0.23345,-,0.001624,0.012599,0.025682,-,-,0.000248,0.002559,0.000583,-,0.00685,0.020512,0.016462,0.007688,-,-,0.004463,26.0612,-,-,-,-,-,0.2237,3.494,0.1392,2.6341,0.2137,-,-,-,-,-,-
2020/9/14 19:00,2.2,14.8,29.9,15.2,1.09,31.6,2.1,2,0.1,30,13,1.9,9,27.2,94.9,27.9,0.21,5.22,0.34,1.42,0.5,0.096252,0.006045,-,0.001089,0.002987,0.221673,-,0.00114,0.013071,0.02286,-,0.000468,0.000317,0.003467,0.00061,-,-,0.011018,0.011774,0.00766,-,-,0.004373,23.0649,-,-,-,-,-,0.1795,4.375,0.2571,2.1438,-,-,-,-,-,-,-
2020/9/14 20:00,2.7,14.6,28.5,13.9,1.05,30,2.1,2,0.1,25,8,1.7,7,26.9,94.9,27.8,0.16,3.02,0.23,0.99,0.3,0.042213,0.004729,-,0.001621,0.002582,0.162652,-,0.001491,0.010589,0.021705,-,-,0.000498,0.005375,0.000727,-,0.005826,0.018086,0.004397,0.00666,-,-,0.0086,21.8108,-,-,-,-,-,0.2156,4.6754,0.2683,2.1174,-,-,-,-,-,-,-
2020/9/14 21:00,1.8,13.6,27.3,13.7,1.06,29.1,2.1,2,0.1,27,13,1.7,16,26.8,94.9,27.7,0.1,2.37,0.14,0.77,0.25,0.04591,0.004741,-,0.001377,0.002641,0.166281,-,0.000792,0.009409,0.019234,-,-,0.000349,0.004256,-,-,-,-,0.016653,0.003475,-,-,0.004117,21.0371,-,-,-,-,-,0.1485,4.479,0.2204,2.2228,-,-,-,-,-,-,-
2020/9/14 22:00,1.8,24.2,51.7,27.5,1.33,16.5,2.2,2,0.2,36,23,0.8,10,27,94.9,27.8,0.12,2.46,0.13,0.67,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0335,-,-,-,-,-,0.1341,4.9293,0.2539,2.3329,-,-,-,-,-,-,-
2020/9/14 23:00,1.6,14.2,39.9,25.7,1.15,14.9,2.1,2,0.2,40,19,0.7,10,26.9,94.9,27.8,0.16,3.23,0.18,0.86,0.25,1.025,0.010507,-,0.002321,0.005297,0.190716,-,-,0.006634,0.025798,-,0.00091,0.001432,0.00951,-,-,-,0.01009,0.01212,0.001779,0.000102,-,-,19.8879,-,-,-,-,-,0.1041,5.8706,0.2838,2.5214,-,-,-,-,-,-,-
2020/9/15 00:00,1.8,11.3,37.5,26.2,0.91,14.3,2.2,2,0.2,29,16,0.5,43,26.5,94.9,24.5,0.19,3,0.17,0.91,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.5662,-,-,-,-,-,0.485,6.4703,0.2328,2.2796,-,-,-,-,-,-,-
2020/9/15 01:00,1.2,9.9,40.4,30.5,0.88,10.6,2.3,2.1,0.2,35,20,0.4,239,26.3,94.9,24.7,0.16,2.9,0.21,0.9,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.09,-,-,-,-,-,0.5701,5.8347,0.0766,1.9641,-,-,-,-,-,-,-
2020/9/15 02:00,1,7,29.2,22.2,0.81,10.2,2.3,2.1,0.2,32,16,0.4,300,26.1,94.9,24.7,0.07,2.79,0.12,0.55,0.14,2.113,0.014225,-,0.00125,0.008838,0.164845,-,0.003351,-,0.033599,-,-,0.006394,0.009027,-,-,0.005793,0.011846,0.015363,-,0.004305,-,-,17.9228,-,-,-,-,-,0.2826,5.212,0.0766,1.9018,-,-,-,-,-,-,-
2020/9/15 03:00,0.7,6.7,25.7,19,0.75,16.2,2.3,2.1,0.2,30,17,0.4,287,25.9,94.9,24.7,0.07,3.56,0.1,0.76,0.2,1.138,0.009299,-,0.001292,0.007203,0.152845,-,-,-,0.032774,-,-,0.004041,0.005973,-,-,-,-,0.007161,-,0.001256,-,-,17.2698,-,-,-,-,-,0.4365,5.0395,0.2716,1.6637,-,-,-,-,-,-,-
2020/9/15 04:00,0.8,20.3,44.5,24.2,0.61,10.4,2.4,2.1,0.2,34,20,0.4,268,25.6,94.9,24.7,0.03,4.08,0.2,0.91,0.28,0.615544,0.007704,-,0.001247,0.0065,0.154923,-,-,-,0.032751,-,0.000648,0.001954,0.005239,-,-,-,0.019962,0.017558,-,-,-,-,16.9683,-,-,-,-,-,0.4168,4.6707,0.2683,1.4994,-,-,-,-,-,-,-
2020/9/15 05:00,0.7,21,46.1,25,0.75,9.6,2.4,2.1,0.2,38,24,0.3,294,25.4,94.7,24.9,0.12,4.63,0.22,1.04,0.28,1.585,0.013582,0.000691,0.001558,0.007562,0.162259,-,-,-,0.036234,-,-,0.004302,0.010826,-,-,0.006597,0.022301,0.013991,-,0.002034,-,-,16.6291,-,-,-,-,-,0.1504,4.6078,0.2716,1.4939,-,-,-,-,-,-,-
2020/9/15 06:00,1.6,22.7,49.5,26.8,0.75,7.2,2.4,2.1,0.3,47,29,0.2,244,25.7,94.5,27,0.14,4.63,0.24,1.07,0.3,2.094,0.016059,-,0.001337,0.011114,0.186107,-,-,-,0.043813,-,-,0.005122,0.012455,-,-,0.007052,0.011429,0.012796,-,0.000342,-,-,16.0643,-,-,-,-,-,0.0534,4.8406,0.2619,1.4502,-,-,-,-,-,-,-
2020/9/15 07:00,2.1,11.6,29,17.4,0.93,17.6,2.5,2.2,0.3,45,22,0.2,178,27.6,94.5,27.4,-,-,-,-,-,2.301,0.019948,-,0.001592,0.015395,0.199917,-,0.004356,-,0.050745,-,-,0.006099,0.010806,-,-,-,0.021942,0.006536,-,0.000748,-,-,16.1983,-,-,-,-,-,0.0192,4.6898,0.0719,1.3844,-,-,-,-,-,-,-
2020/9/15 08:00,2.2,17,44.7,27.7,1.16,23.6,2.6,2.1,0.5,48,20,0.8,299,28.9,91.3,27.5,-,-,-,-,-,0.557156,0.01219,-,0.003133,0.012484,0.284766,-,-,-,0.047005,-,-,0.00183,0.005389,-,-,0.006649,0.015369,0.013266,0.005312,-,-,-,16.0889,-,-,-,-,-,0.0527,5.1305,0.2491,1.4659,-,-,-,-,-,-,-
2020/9/15 09:00,2.3,20.5,49.7,29.2,1.26,29.2,2.5,2.1,0.4,54,25,0.9,321,29.4,81.6,27.4,-,-,-,-,-,0.402403,0.010497,-,0.003671,0.012988,0.291572,-,-,0.006321,0.057789,-,0.003138,0.00188,0.00706,-,-,-,0.01244,0.009573,0.006706,-,-,-,18.0695,-,-,-,-,-,0.0582,5.9416,0.1116,1.7316,-,-,-,-,-,-,-
2020/9/15 10:00,1.9,12.2,33.6,21.4,0.94,41.6,2.3,2.1,0.2,40,19,1.3,321,30,75.4,27.6,-,-,-,-,-,0.398291,0.015197,0.000341,0.003642,0.009725,0.329387,-,-,0.012046,0.066007,-,0.003173,0.001581,0.007049,-,-,-,0.013183,0.018086,0.009015,-,-,-,22.3236,-,-,-,-,-,0.1198,6.0695,0.115,1.7293,-,-,-,-,-,-,-
2020/9/15 11:00,1.6,9.9,23.7,13.8,0.77,45.4,2.1,2,0.1,30,17,1.7,331,30.7,73.3,27.6,0.22,4.15,0.38,1.35,0.46,0.128592,0.008762,0.000358,0.003066,0.009409,0.274155,-,-,0.010471,0.080474,-,0.001378,0.000741,0.006094,-,-,0.006751,0.011414,0.011137,0.008003,-,-,0.005956,25.6035,-,-,-,-,-,0.1473,5.357,0.1178,1.6989,-,-,-,-,-,-,-
2020/9/15 12:00,1.9,8,19,11.1,0.55,49.4,2.1,2,0.1,28,13,2,339,30.9,70.2,24.5,0.13,3.22,0.23,0.91,0.31,0.066226,0.004904,0.00065,0.001063,0.005259,0.239404,-,0.000441,0.010295,0.038394,-,0.000403,0.000538,0.00454,-,-,-,0.009827,0.008947,0.006431,-,-,0.003274,28.3763,-,-,-,-,-,0.3437,4.7236,0.0737,1.6302,-,-,-,-,-,-,-
2020/9/15 13:00,1.2,7.8,18.2,10.4,0.2,45.4,2.2,2,0.2,23,8,2.2,338,30.7,71.3,24.1,0.12,2.3,0.15,0.82,0.27,0.112396,0.004837,0.000395,0.001284,0.00202,0.151293,-,0.000396,0.008195,0.022556,-,-,0.000205,0.004611,-,-,-,0.007465,0.010204,0.00211,-,-,0.003205,33.0212,-,-,-,-,-,0.4175,4.6669,0.1193,1.6252,-,-,-,-,-,-,-
2020/9/15 14:00,1.2,8.8,20.3,11.5,0.68,46.3,2.1,2,0.1,26,13,2.1,346,30.5,70.6,24.2,0.16,3.2,0.33,1.42,0.51,0.075323,0.002897,0.000856,0.000689,0.000636,0.112367,-,0.002031,0.00658,0.014865,-,-,-,0.003536,0.000457,-,-,0.013907,0.006842,0.004338,-,-,0.002899,32.7546,-,-,-,-,-,0.328,3.9959,0.1093,1.8141,-,-,-,-,-,-,-
2020/9/15 15:00,1.4,9.1,20.7,11.6,0.73,44.1,2,1.9,0.1,26,14,2,349,29.8,74.2,24.4,0.14,2.57,0.2,1.07,0.37,0.048037,0.006633,-,0.000886,0.003337,0.167389,-,0.00069,0.008401,0.029461,-,-,0.001147,0.004586,-,-,-,0.008721,0.01128,0.004667,-,-,0.005034,31.0853,-,-,-,-,-,0.3584,4.0804,0.1964,2.1408,-,-,-,-,-,-,-
2020/9/15 16:00,1.5,12.2,27,14.9,0.88,39.8,2.1,1.9,0.1,23,10,1.9,345,29.2,79.5,24.4,0.08,2.01,0.14,0.75,0.22,0.034383,0.009687,0.000704,0.000852,0.003158,0.175714,-,0.002046,0.00938,0.030096,-,-,0.000886,0.004223,-,-,0.00686,-,0.01895,0.002663,-,-,0.006358,28.0239,-,-,-,-,-,0.275,3.9723,0.1129,2.0868,-,-,-,-,-,-,-
2020/9/15 17:00,2.2,22.6,44.8,22.2,1.5,28.8,2.2,1.9,0.2,23,8,1.5,345,28.8,89.4,24.8,0.1,2.19,0.16,0.89,0.28,-,0.005602,0.000869,0.000783,0.003815,0.210724,-,0.001635,0.011359,0.02792,-,-,0.000886,0.003771,-,-,0.005966,0.010386,0.011996,0.005491,-,-,0.00563,27.1078,-,-,-,-,-,0.2571,4.1519,0.1213,2.0226,-,-,-,-,-,-,-
2020/9/15 18:00,2,32.3,58.4,26.1,1.57,17.8,2.2,1.9,0.3,29,10,1.5,347,28.3,94.8,27.7,0.37,2.87,0.34,1.44,0.49,0.013307,0.006026,-,0.001618,0.003184,0.221586,-,0.000973,0.012905,0.016759,-,-,0.000234,0.003088,-,-,-,0.013543,0.014489,0.007741,-,-,0.003753,24.7357,-,-,-,-,-,0.0873,3.759,0.2522,1.8674,-,-,-,-,-,-,-
